
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 DC	 [0.536, 0.7, 0.547, 0.644, 0.528, 0.65, 0.594, 0.503, 0.475, 0.686, 0.553, 0.494]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F3 DC	 [0.57, 0.721, 0.564, 0.612, 0.564, 0.564, 0.582, 0.582, 0.7, 0.673, 0.748]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 N2 DC	 [0.5, 0.726, 0.63, 0.681, 0.585, 0.63, 0.441, 0.493, 0.441]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 N3 DC	 [0.481, 0.674, 0.693, 0.659, 0.622, 0.552, 0.437, 0.489, 0.437]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 Cluster DC	 [0.547, 0.681, 0.567, 0.669, 0.511, 0.664, 0.614, 0.536, 0.519, 0.625, 0.553, 0.714]
Data: Breast	 ECOC: Self_Adaption_ECOC F2 F3 DC	 [0.5, 0.615, 0.648, 0.658, 0.497, 0.603, 0.639, 0.509, 0.709, 0.603, 0.612]
Data: Breast	 ECOC: Self_Adaption_ECOC F2 N2 DC	 [0.547, 0.58, 0.683, 0.707, 0.68, 0.493, 0.493, 0.64, 0.527, 0.57]
Data: Breast	 ECOC: Self_Adaption_ECOC F2 N3 DC	 [0.573, 0.613, 0.663, 0.687, 0.637, 0.68, 0.53, 0.637, 0.56, 0.627]
Data: Breast	 ECOC: Self_Adaption_ECOC F2 Cluster DC	 [0.485, 0.582, 0.579, 0.621, 0.47, 0.579, 0.597, 0.464, 0.724, 0.609, 0.473]
Data: Breast	 ECOC: Self_Adaption_ECOC F3 N2 DC	 [0.555, 0.661, 0.624, 0.703, 0.655, 0.6, 0.655, 0.53, 0.715, 0.552, 0.618]
Data: Breast	 ECOC: Self_Adaption_ECOC F3 N3 DC	 [0.507, 0.687, 0.543, 0.74, 0.617, 0.553, 0.477, 0.497, 0.59, 0.59]
Data: Breast	 ECOC: Self_Adaption_ECOC F3 Cluster DC	 [0.606, 0.664, 0.603, 0.63, 0.636, 0.576, 0.624, 0.597, 0.688, 0.673, 0.715]
Data: Breast	 ECOC: Self_Adaption_ECOC N2 N3 DC	 [0.543, 0.571, 0.552, 0.576, 0.462, 0.514, 0.429]
Data: Breast	 ECOC: Self_Adaption_ECOC N2 Cluster DC	 [0.621, 0.661, 0.594, 0.615, 0.585, 0.588, 0.673, 0.552, 0.627, 0.63, 0.576]
Data: Breast	 ECOC: Self_Adaption_ECOC N3 Cluster DC	 [0.579, 0.697, 0.609, 0.609, 0.642, 0.648, 0.676, 0.588, 0.594, 0.685, 0.715]
