B_cell,T_cell,T_cell,B_cell,B_cell,T_cell,B_cell,B_cell,T_cell,T_cell,T_cell,B_cell,B_cell,T_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,T_cell,B_cell,B_cell,B_cell,B_cell,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML
-0.03310102119169652,1.037400089688696,1.3585504229528136,0.48876827036249476,0.34157436761644083,0.876824923056637,0.08733035378234762,-1.4648962569942214,0.314811839844431,0.6091996453365389,-0.05986354896370633,0.7697748119685978,0.42186195093247025,0.047186562124332906,1.0507813535747008,-0.9162644376680202,-0.8359768543519908,0.007042770466318191,1.3317878951808038,-1.0500770765280694,-0.6486391599479221,0.8099186036266125,-2.2811533540405207,-1.505040048652236,0.007042770466318191,-1.1036021320720888,-2.36144093735655,-0.7556892710359614,0.6761059647665634,-1.3578461459061821,1.7466070756469558,0.15423667321237214,0.46200574259048494,0.48876827036249476,-0.5549703127458878,1.3585504229528136,0.9571125063726664,-0.4746827294298584
-0.168416657440788,0.11460020770221908,-0.9079123373305806,-1.3004841180128164,0.4250058017300333,0.04156359734273339,-1.117892592114102,-2.414292425994973,0.6075973276287475,0.8997437690666903,1.036687413490726,0.8906141927717546,0.3976170728452262,1.3653521601084115,0.6532452091034261,0.5345607172692618,-1.154410897293845,1.1371127527350189,1.1918902105046332,0.1328593602920905,1.1462423290299546,-0.2871011492749522,-0.36926733592937366,-0.5975067433027664,-1.2913545417178807,0.2971917336009333,-1.4830756439115305,-0.8440053032660307,-0.9170419136255163,0.6167269039236832,-1.090503863229295,-0.4331743699939236,0.7810592772325261,2.059199958523526,1.2557972445691832,-0.8257461506761593,0.8084480061173333,-1.1909292024735878
0.2809616118949783,0.37021169550634037,-1.8498841343262897,-0.578070442864381,0.8833996762716719,0.16939900738077582,0.24749283054071758,-2.920885137662634,0.30327413279781884,0.5933369045347454,1.0284310621401351,0.8276183740145706,1.552775303356887,-0.2991639315788747,0.18055526783219608,0.6044931649861656,0.6379619463404264,0.6714307276946871,0.0355238819637328,0.002055100609472051,1.9767132005108565,-0.2545388897731937,0.9168684576259326,0.5375556022776441,0.19171152828361632,1.0395873225915555,-0.5557579219615405,-1.8275716134234492,-0.9908520795669303,-0.4665078383501785,-2.1064781247089552,-0.0091011598419482,-0.43303905699591777,1.0730561039458162,-0.399570275641657,0.08014892376941381,-0.24338262932177349,-1.2697585908524365
0.4491097805705311,-0.1824390445883655,-1.5651482148226163,-0.3881708588446727,0.6691949772168132,0.3869117902139731,-0.6321783594742465,-1.3450630181763343,1.8844480195680233,0.33906718224739,1.1380721352893273,-0.8522635561205286,0.5639368396903305,0.004154926481308512,-0.6465317418642214,-0.21593027016497363,0.29122257428080695,-0.7996344873572873,-0.6321783594742465,1.7074229700916659,-1.4981657636694001,-1.0962710567501022,-0.6178249770842715,-1.3115717925997261,-0.5604114475243718,-0.9479527720536948,1.1380721352893273,-0.3977397804379893,0.6452726732335217,-1.1632535079033186,1.1763478216625938,2.1475933633842303,-0.42166208442128084,1.970568313907873,0.2625158095008571,-0.8044189481539455,0.30557595667078186,0.9993227721862364
-0.26255803277504375,0.534129251749828,0.7277168162138155,0.23630222949753946,-0.5827220816962538,-1.5208772017909624,-0.009405063860598533,-1.1039193706377586,1.3531535629436213,0.9138587051214958,-0.5678307305836394,-1.4166377440026616,-0.3593518150070375,-0.8209836994980847,-0.5306023528021034,0.638368709538129,-1.1337020728629874,0.6607057362070505,-0.45614559723903125,0.4522268206304486,1.6137522074143738,0.03526898947724474,-0.38913451723226633,-1.3496266639958967,-0.18810127721197162,-0.22532965499350768,1.1893487007048626,0.9064130295651885,-0.46359127279533846,2.641255434184769,-0.8731034283922352,-1.535768552903577,1.3903819407251574,-0.5380480283584106,0.7277168162138155,-0.9326688328426929,-0.5976134328088683,1.8371224741035903
-0.2771770281472873,0.097209005132224,1.9192210337591789,0.19704528067342703,-0.7139607336400505,0.44663596952643453,0.17208621178812625,3.8535488723699873,-0.0026272704089790127,-0.8137970091812536,-0.46437004478704297,-0.42693144145909184,-0.10246354595018202,0.07224993624692325,0.2594429528866789,-0.6390835269841483,0.8210220028059457,0.1471271429028255,-0.8886742158371559,-0.08998401150753164,-0.33957470036053916,0.23448388400137815,0.38423829731318265,0.7835833994779947,0.5215131761823368,-0.5766858547708963,1.7819461548900248,-1.188183042460765,-0.6890016647547498,-0.8387560780665544,0.18456574623077665,1.0456536227736526,-0.10246354595018202,-1.2006625769034152,-1.3753760591005206,-1.9369551090197874,-0.11494308039283241,-0.13990214927813316
1.4023503182864105,-0.36199839865979183,2.0702111320457077,0.9737232288588021,-0.5214875482142508,-0.16263696171671813,-0.9002742784060909,0.9836913007059558,0.1762774810865072,-2.0864748282173795,-0.5513917637557119,0.15634133739219983,-1.3189332959865456,-0.36199839865979183,0.02675640337920191,0.6148726423612694,-0.7208489851573245,-0.770689344393093,0.20618169662796826,0.006820259684894538,0.405543133571042,0.8242021511514968,0.5849684268198083,-1.0298592124190888,-1.3787417270694677,-0.09286045878664233,1.9505942698798633,0.016788331532048225,-1.0298592124190888,-1.8372730320385373,1.1531485221075684,0.5650322831255009,0.4753196365011178,-0.49158333267278975,-0.5613598356028656,-1.089667643502011,2.000434629115632,0.6746810734441915
0.04904829850977581,-1.0535021863015228,1.2566035913983407,0.6265747429347417,-0.7122365600504065,-1.1322557923594727,-0.7122365600504065,0.7053283489926916,1.440362005533557,-0.23971492370270714,-0.1347101156254406,-0.5547293479345067,0.18030430860635896,1.2828547934176573,-0.7647389640890397,-1.4997726206299056,2.306651672171006,-0.39722213581860694,-1.2635118024560559,-1.2897630044753725,2.149144460055106,0.10155070254840906,2.0703908539971563,-1.3422654085140058,0.10155070254840906,-0.39722213581860694,1.2566035913983407,-0.029705307548174086,-0.31846852976065704,-0.31846852976065704,-0.7909901661083564,-0.8434925701469898,0.8628355611085913,-0.34471973177997367,0.33781152072225873,0.679077146973375,-0.34471973177997367,-0.9222461762049396
-0.7860011765594918,0.7143103884793798,-0.03584539404005611,0.22078684734817192,0.5169009720268966,1.3262795794820774,-0.6083327017522571,0.990683571512856,3.241150919071163,0.4576781470911516,0.5169009720268966,1.168352046320091,1.168352046320091,0.16156402241242698,-1.5953797840146724,-0.8254830598499884,0.8524969799961178,0.4379372054459033,-0.7070374099784985,0.31949155557441344,1.0301654548033528,-0.09506821897580103,-0.5491098768165121,-0.47014611023551894,0.22078684734817192,-0.410923285299774,-0.31221857707353246,-0.47014611023551894,-1.1413381261739615,0.5958647386078898,-0.9241877680762299,0.9314607465771111,-0.7465192932689951,-0.5491098768165121,-0.03584539404005611,-0.6872964683332502,-2.4244993331151017,-1.4966750757884308
-0.7708350945537996,-0.4542627711225183,-1.7821077944037262,0.3371680374556851,0.4426921452661122,0.046976740977010524,-0.4278817441699115,-2.8197615212062592,-0.04096001553167874,0.12611982183483086,0.08215144358048623,0.9966937112708546,0.95272533301651,0.3635490644082919,0.8032328469517381,-0.5334058519803386,-2.5999196299345364,0.09973879488222409,1.0934241434304128,0.7592644686973935,1.0934241434304128,1.172567224288233,0.8999632791112964,1.1637735486373642,0.2052629026926512,0.2756123078996026,-1.579853254433741,-1.2368999040498527,-0.023372664229940884,-0.8060097971572753,0.003008362722665896,-0.9203275806185713,0.8384075495552139,1.418790142512563,0.28440598355047153,0.5394225774256703,0.5394225774256703,-0.5421995276312075
