DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,FL,FL,FL,FL,FL,FL,CLL,CLL,CLL,CLL,CLL,CLL,CLL
-0.25155687898038387,-2.4831098376773375,-1.468767583724177,-0.20083976628272587,0.07810435355439334,-1.0376721257940835,-0.048688428189751755,-1.4434090273753477,-0.3276325480268709,-0.7587280059569643,-1.671636034514809,-0.09940554088740979,-0.17548120993389685,1.8278447416235957,-0.9869550130964254,2.7914698828790985,-0.302273991678042,0.788143931321606,-0.07404698453858077,-0.048688428189751755,-0.9108793440499384,-0.7080108932593062,0.788143931321606,-0.5051424424686741,0.7627853749727769,-0.12476409723623881,-0.7080108932593062,-0.048688428189751755,2.664677101134953,1.3713907273446735,1.4728249527399893,-0.048688428189751755,1.1178051638563833,-1.0883892384917413,-0.048688428189751755,-1.0376721257940835,-0.048688428189751755,0.2556142479961964,-0.048688428189751755,0.07810435355439334,0.1288214662520514,0.788143931321606,-0.4797838861198451,0.3824070297403416,0.6613511495774609,-0.048688428189751755,-0.6572937805616481,-0.048688428189751755,1.2699565019493573,0.7120682622751188
-0.33356510747650814,-2.126170005400841,-0.06994674013469455,-0.5971834748183217,-0.5268852435271715,0.1760970693843315,0.0882242802703936,0.21124618502990664,-0.15781952924863243,-0.7202053795778347,-1.3880385768437626,0.2815444163210569,-1.2650166720842497,0.8439302666502593,-0.5971834748183217,1.1075486339920728,-0.2281177605397827,-0.6674817061094721,0.5451627836628705,-0.06994674013469455,-1.1419947673247366,-0.03479762448911941,0.19367162720711906,0.5803118993084456,-0.5620343591727467,0.43971543672614505,0.0882242802703936,0.4924391101945078,2.6892588380429543,-0.12267041360305726,0.8087811510046842,-0.21054320271699517,-0.3687142231220833,1.1075486339920728,-0.5268852435271715,-0.6674817061094721,4.288543599916624,0.05307516462481847,-0.2281177605397827,-0.4565870122360212,-0.2456923183625703,-0.28084143400814543,0.43971543672614505,1.2481450965743734,-0.06994674013469455,-0.14024497142584486,-1.669231502008364,0.42214087890335755,-1.0892710938563739,0.45728999454893265
0.03149597781699759,-2.545447661755537,0.2939624596253113,0.5325683521783238,-1.161533484948065,0.0792171563276001,-0.18324932548071365,-0.016225200693604915,-0.7320428783526424,-0.2786916825019186,-2.068235876649512,0.007635388561696353,-1.6864664485646925,1.1052224943055537,0.03149597781699759,1.1768042620714574,0.84275601249724,-0.2548310932466174,1.22452544058206,0.15079892409350384,-1.877351162607102,-0.37413403952312363,-0.4457158072890274,0.2939624596253113,0.05535656707229884,1.1529436728161562,1.3199677976032649,0.4371259951571188,2.990209045474352,0.22238069185940756,0.7234530662207338,-0.2786916825019186,0.2701018703700101,0.0792171563276001,-0.37413403952312363,-1.2808364312245708,0.6995924769654326,0.6995924769654326,0.15079892409350384,-0.23097050399131613,-0.37413403952312363,-0.016225200693604915,0.6757318877101314,1.677876636432784,0.15079892409350384,-1.0422305386715585,-1.9012117518624032,0.41326540590181754,-0.8990670031397511,0.5325683521783238
-0.6626019948898447,-0.5823838357022123,0.8080642568834187,1.2091550528215813,-0.8230383132651099,-0.39520813093106966,0.9952399616545612,1.717203394343254,-0.5021656765145797,-2.0530500874754756,-0.9567352452444974,0.620888552112276,-0.15455365336817198,0.9685005752586837,-1.411304813974415,0.3000159153617458,1.182415666425704,0.5674097793205211,0.19305836977823573,-0.15455365336817198,-0.31498997174343707,-0.8497776996609874,-0.5021656765145797,-0.5556444493063347,-0.15455365336817198,0.1663189833823582,-0.39520813093106966,1.6904640079473765,1.6637246215514994,-1.7856562235167004,0.3267553017576233,-0.31498997174343707,0.1663189833823582,0.3000159153617458,1.3695913711968464,-0.15455365336817198,1.235894439217459,-0.3684687445351921,-0.15455365336817198,-1.197389722807395,-0.8230383132651099,-0.020856721388784392,-0.9299958588486199,-0.5823838357022123,-0.15455365336817198,-1.4915229731620478,0.3000159153617458,-0.10107488057641693,3.37504535088766,-0.6091232220980898
-1.1335909151571473,-1.8872429182967454,0.8324577886852819,1.176516311857707,-0.6584624783952268,-0.7977242615840656,-0.4127063904149233,0.31637000392664427,-0.34717143362017555,-0.6175031303985095,-1.0680559583623994,1.086405746264929,1.2010919206557376,-1.4940331775282594,-0.9124104359748739,-0.6420787391965399,0.5703179615062913,-0.2734446072260845,-0.355363303219519,0.9881033110728077,-1.4284982207335117,-0.9615616535709347,-0.5192006952063881,0.5785098311056348,-0.45366573841164043,0.13614887274108825,-1.182742132753208,-0.5929275216004792,1.82367401020584,-0.7239974351899745,0.3737130911220484,0.7751147014898778,-1.2237014807499251,-1.2974283071440162,0.3245618735259877,0.7751147014898778,0.3245618735259877,-1.0270966103656822,-0.5192006952063881,1.7417553142124051,1.6352610094209405,1.627069139821597,1.4140805302386674,1.1355569638609897,-1.1090153063591168,-0.8386836095807828,1.0782138766655855,1.1109813550629595,0.799690310287908,0.6522366574997259
-1.5260306573004825,-1.4160966458726312,0.7019653076373078,1.0830698805871928,-0.9323869955900848,-1.401438777682251,0.2475713937355216,0.38682114154413355,-1.1669128866361678,-0.734505775019952,0.2475713937355216,1.017109473730482,1.0024516055401018,-2.1709768576772115,-0.7198479068295717,-0.9983474024467955,0.40147900973451367,-1.0936235456842667,-0.9470448637804646,0.6653206371613573,-1.789872284727326,0.2475713937355216,0.2475713937355216,0.3575054051633731,-0.4633352134979181,0.2475713937355216,-1.130268216160217,0.2475713937355216,1.801305421915823,0.2475713937355216,0.5993602303046464,0.350176471068183,-0.2581250588325953,-1.2402022275880686,-0.9323869955900848,0.5773734280190761,-0.9763606001612251,-0.23613825654702505,0.2475713937355216,1.9918577083907654,1.6840424763927813,1.5081480581082187,1.222319628395805,0.2475713937355216,0.2475713937355216,-1.0496499411131262,1.1636881556342842,1.1343724192535238,0.9145043963978208,0.14496631640286017
0.10201445411073189,-0.046262368724634205,-0.07591773329170742,3.423415285622932,-0.3428160143953664,-1.2324769514075629,-0.28350528526121993,-1.2324769514075629,-1.2917876805417092,1.7627148698668322,-0.6393696600660986,0.6061556517509765,-0.13522846242585385,-0.9062679411697575,-0.6097142954990253,-1.3214430451087826,0.36891273521439083,0.07235908954365869,-0.13522846242585385,-0.13522846242585385,-0.13522846242585385,0.19098054781195156,-0.5207482017978057,-1.262132315974636,-0.28350528526121993,-1.3510984096758556,-2.062827159285613,-0.13522846242585385,1.8813363281351252,0.07235908954365869,0.8730539328546356,0.13166981867780508,0.398568099781464,-1.3214430451087826,-0.6393696600660986,-0.13522846242585385,-0.13522846242585385,1.4365058596290268,0.42822346434853725,-0.28350528526121993,-0.19453919156000027,1.4068504950619536,0.9620200265558553,-0.7876464829014647,-1.11385549313927,0.784087839153416,1.0213307556900018,0.6951217454521963,1.1696075785253677,0.9620200265558553
-0.055027254639942694,-1.1214469182047235,-0.012370468097351456,-0.2896395806241944,-0.4176099402519681,-0.2896395806241944,-0.3109679738954901,-0.2469827940816032,-1.3347308509176796,0.5848245434989258,-0.6308938729649243,0.7767800829405862,0.8834220492970644,0.2009134646156047,-0.8655061989491761,0.6488097233128126,-1.6119999634445226,-0.4602667267945593,-0.4176099402519681,-0.2896395806241944,-0.7375358393214023,-0.2896395806241944,0.09427149825912659,-2.187866581769504,-0.9721481653056541,0.2009134646156047,-0.8228494124065848,-0.4602667267945593,3.33618727549606,-0.2896395806241944,2.5470367244581227,-1.1001185249334278,0.49951097041374326,0.8834220492970644,2.056483679218323,-0.2896395806241944,1.3099899147229765,-0.5455802998797419,-0.07635564791123829,-0.2469827940816032,0.456854183871152,0.11559989153042222,1.5872590272498195,-0.2896395806241944,0.008957925173944177,1.2673331281803852,0.6701381165841083,-1.2067604912899057,0.03028631844523975,-0.2896395806241944
-0.27805362742558004,0.14753865945030772,-0.20712157961293204,0.05296259570011045,1.4952475678906187,0.47855488257599815,-1.1528822171149047,-1.6021185199283416,1.0932992969522803,-0.8218659939892142,-1.9094907271164827,-0.8218659939892142,0.07660661163765976,-0.5381378027386224,0.9514352013269844,0.7149950419514913,1.2824514244526748,0.5258429144510969,-1.1292382011773554,0.05296259570011045,-2.618811205242962,0.43126685070089954,0.05296259570011045,-1.1292382011773554,-0.7272899302390171,0.05296259570011045,0.17118267538785703,-0.5617818186761717,1.3770274882028724,0.05296259570011045,1.2824514244526748,0.05296259570011045,1.2824514244526748,0.8805031535143364,1.2351633925775762,0.21847070726295567,0.029318579762561133,0.26575873913805426,0.05296259570011045,0.3839788188258009,-0.6090698505512705,1.4243155200779707,2.322788125704845,0.05296259570011045,0.05296259570011045,-0.25440961148803065,-0.869154025864313,0.33669078695070226,-1.7203385996160883,-1.933134743054032
-2.7432005700893027,-0.6740234429155387,-0.4538982166204575,0.12943363306150774,0.9659094929828165,0.5806903469664243,0.07440232648773742,-1.24634903128275,0.48163399513363775,0.5036465177631458,0.9549032316680625,2.0665356244582225,0.8118218345762597,0.21748372357954024,-0.2117604676958682,0.3055338140975727,0.525659040392654,-0.2998105582139006,0.4926402564483918,0.7017592214287189,0.8228280958910137,1.1640221966483895,0.547671563022162,-0.43188569399094934,0.6027028695959324,0.6467279148549486,-0.33282934215816284,0.712765482743473,-0.6850297042302927,-1.3564116444302905,2.2866608507533037,-0.17874168375160598,0.04138354254347523,-0.09069159323357347,-1.1582989407647175,-1.8737059262237314,-1.8516934035942232,1.241066025851668,0.9549032316680625,0.6357216535401946,0.899871925094292,0.32754633672708083,-0.36584812610242506,0.2725150301533106,-1.7966620970204532,-0.7950923173778335,-1.3454053831155364,-0.9821987597286526,-0.9711924984138984,-0.12371037717783569
