
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 DC	 [0.26, 0.313, 0.527, 0.453, 0.26]
Data: Breast	 ECOC: OVA_ECOC	 [0.073, 0.073, 0.193, 0.173, 0.073]
Data: Breast	 ECOC: OVO_ECOC	 [0.377, 0.443, 0.343, 0.337, 0.483, 0.343, 0.403, 0.397, 0.45, 0.643]
Data: Breast	 ECOC: Dense_random_ECOC	 [0.517, 0.472, 0.472, 0.517, 0.483, 0.483]
Data: Breast	 ECOC: Sparse_random_ECOC	 [0.487, 0.52, 0.44, 0.493, 0.42, 0.433, 0.513, 0.493, 0.487, 0.487]
Data: Breast	 ECOC: D_ECOC	 [0.433, 0.45, 0.467, 0.517]
Data: Breast	 ECOC: DC_ECOC F1	 [0.433, 0.367, 0.533, 0.333]
Data: Breast	 ECOC: DC_ECOC F2	 [0.508, 0.308, 0.308, 0.458]
Data: Breast	 ECOC: DC_ECOC F3	 [0.4, 0.517, 0.417, 0.467]
Data: Breast	 ECOC: DC_ECOC N2	 [0.525, 0.275, 0.275, 0.408]
Data: Breast	 ECOC: DC_ECOC N3	 [0.35, 0.35, 0.35, 0.65]
Data: Breast	 ECOC: DC_ECOC Cluster	 [0.2, 0.35, 0.2, 0.217]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 +	 [0.325, 0.342, 0.492, 0.458]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 -	 [0.447, 0.447, 0.46, 0.467, 0.527]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 *	 [0.325, 0.342, 0.492, 0.458]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 /	 [0.325, 0.342, 0.492, 0.458]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 and	 [0.26, 0.313, 0.527, 0.453, 0.26]
Data: Breast	 ECOC: Self_Adaption_ECOC F1 F2 or	 [0.453, 0.44, 0.453, 0.473, 0.527]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 DC	 [0.391, 0.339, 0.352, 0.331, 0.574, 0.648, 0.395, 0.364, 0.329, 0.412, 0.416, 0.397, 0.379, 0.482]
Data: Cancers	 ECOC: OVA_ECOC	 [0.032, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.158]
Data: Cancers	 ECOC: OVO_ECOC	 [0.464, 0.442, 0.37, 0.385, 0.436, 0.4, 0.401, 0.355, 0.507, 0.364, 0.395, 0.456, 0.412, 0.478, 0.355, 0.367, 0.39, 0.451, 0.406, 0.49, 0.355, 0.514, 0.615, 0.6, 0.616, 0.355, 0.585, 0.527, 0.615, 0.357, 0.412, 0.506, 0.355, 0.578, 0.355, 0.355]
Data: Cancers	 ECOC: Dense_random_ECOC	 [0.485, 0.467, 0.429, 0.509, 0.511, 0.459, 0.428, 0.438, 0.465]
Data: Cancers	 ECOC: Sparse_random_ECOC	 [0.464, 0.516, 0.476, 0.509, 0.524, 0.476, 0.472, 0.507, 0.48, 0.462, 0.507, 0.455, 0.48, 0.474]
Data: Cancers	 ECOC: D_ECOC	 [0.532, 0.427, 0.539, 0.438, 0.38, 0.502, 0.38, 0.441]
Data: Cancers	 ECOC: DC_ECOC F1	 [0.426, 0.436, 0.409, 0.574, 0.436, 0.507, 0.402, 0.419]
Data: Cancers	 ECOC: DC_ECOC F2	 [0.443, 0.459, 0.47, 0.507, 0.439, 0.48, 0.486, 0.486]
Data: Cancers	 ECOC: DC_ECOC F3	 [0.419, 0.402, 0.419, 0.578, 0.446, 0.405, 0.412, 0.514]
Data: Cancers	 ECOC: DC_ECOC N2	 [0.485, 0.478, 0.508, 0.478, 0.454, 0.458, 0.492, 0.508]
Data: Cancers	 ECOC: DC_ECOC N3	 [0.454, 0.448, 0.542, 0.481, 0.431, 0.448, 0.498, 0.41]
Data: Cancers	 ECOC: DC_ECOC Cluster	 [0.444, 0.41, 0.367, 0.444, 0.407, 0.529, 0.438, 0.356]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 +	 [0.392, 0.36, 0.477, 0.358, 0.471, 0.523, 0.5, 0.403, 0.358, 0.48, 0.505, 0.385]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 -	 [0.395, 0.356, 0.389, 0.348, 0.552, 0.611, 0.435, 0.381, 0.432, 0.439, 0.367, 0.405, 0.611]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 *	 [0.356, 0.316, 0.383, 0.306, 0.549, 0.617, 0.431, 0.343]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 /	 [0.356, 0.316, 0.383, 0.306, 0.549, 0.617, 0.431, 0.343]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 and	 [0.335, 0.29, 0.362, 0.273, 0.565, 0.638, 0.425, 0.321, 0.275]
Data: Cancers	 ECOC: Self_Adaption_ECOC F1 F2 or	 [0.375, 0.348, 0.435, 0.344, 0.518, 0.565, 0.456, 0.38, 0.488]
Data: DLBCL	 ECOC: Self_Adaption_ECOC F1 F2 DC	 [0.202, 0.163, 0.192, 0.25, 0.26, 0.163, 0.163, 0.221]
Data: DLBCL	 ECOC: OVA_ECOC	 [0.269, 0.308, 0.538, 0.269]
Data: DLBCL	 ECOC: OVO_ECOC	 [0.442, 0.429, 0.365, 0.481, 0.404, 0.404]
Data: DLBCL	 ECOC: Dense_random_ECOC	 [0.494, 0.506, 0.468, 0.442, 0.442, 0.506]
Data: DLBCL	 ECOC: Sparse_random_ECOC	 [0.573, 0.368, 0.397, 0.62, 0.389, 0.504, 0.359, 0.372, 0.419]
Data: DLBCL	 ECOC: D_ECOC	 [0.436, 0.333, 0.359]
Data: DLBCL	 ECOC: DC_ECOC F1	 [0.487, 0.321, 0.269]
Data: DLBCL	 ECOC: DC_ECOC F2	 [0.346, 0.372, 0.462]
Data: DLBCL	 ECOC: DC_ECOC F3	 [0.308, 0.41, 0.308]
Data: DLBCL	 ECOC: DC_ECOC N2	 [0.308, 0.41, 0.308]
Data: DLBCL	 ECOC: DC_ECOC N3	 [0.359, 0.436, 0.333]
Data: DLBCL	 ECOC: DC_ECOC Cluster	 [0.179, 0.167, 0.115]
Data: DLBCL	 ECOC: Self_Adaption_ECOC F1 F2 +	 [0.297, 0.269, 0.28, 0.313, 0.319, 0.28, 0.725]
Data: DLBCL	 ECOC: Self_Adaption_ECOC F1 F2 -	 [0.218, 0.154, 0.179, 0.244, 0.231, 0.179]
