1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,recommend
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,recommend
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,priority
1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,priority
1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,priority
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,priority
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,priority
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,priority
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,very_recom
1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,priority
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,priority
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,priority
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,priority
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,priority
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,not_recom
1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,priority
