A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,C,C,C,C,C,A,A,A,A,A,A,A,C,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,C,A,C,C,C,A,A,N,N,N,N,N,N,N
-0.8903042156867095,0.08193404218295126,-0.24854468863029033,1.166617345391557,-0.1758667934721916,-0.743577144329793,0.001028460780539367,-0.1772380745129104,0.4892045112764479,0.11073094403804691,-0.19917857116441182,-0.5049742432447142,1.9934998129450203,-0.6626715629273813,-0.06753559125540284,-0.6791269354160074,-0.6626715629273813,-0.009941787545211349,-0.08947608790690428,-0.31985130274767026,-0.5228008967740592,-0.22111906781591345,-0.02639716003383752,0.051765859287136645,-0.4336676291273343,-0.145698610576377,-0.9136159933789298,0.12170119236379763,0.41241277299619267,-0.7943145428363904,-0.9040170260938979,-1.0589717836951273,-0.2841979956889802,-0.8285965688543614,1.8837973296875128,0.46726401462494643,-0.8738488431980832,-0.5255434588554968,1.7178723237605322,0.43983839381056955,-1.0850261234687855,-0.12787195704703208,0.505659883765074,0.28899747933149667,-0.9163585554603676,-0.41035585143511394,-0.6503300335609117,-0.9849226074963098,-0.418583537679427,4.2602273732532705,1.5505760367928334,2.995906253710495,1.7590107549820977,-1.2056988550520435,-0.8738488431980832,-0.7284930528818858,-1.1385060840568202,0.1724385908703949,0.13130015964882957,-0.24854468863029033,0.3712743417746273,-0.49400399491896346,0.27117082580215174,1.0020636205052957
-0.5761787316501972,-0.4994933987044508,-0.3590875193181744,0.42045475012311695,-0.3447435002060204,0.0957833944499394,-0.5334225208351228,1.5550114925902192,0.8058123405015614,1.4002615940917889,-0.4575647274535392,-0.5789371968640729,-0.6782419445636004,1.543425938691941,-0.046553410586050156,-0.5281814369287587,-0.6525882180745558,-0.37729338972975446,-0.23771504990764072,-0.46887443483042984,-0.554111009939191,1.3119907072477643,-0.5960396811901026,0.1360569865725255,1.4452245770779637,-0.5204577343299067,-0.009314130198727327,-0.2865398841932418,-0.4492893318119119,-0.29178096809960574,-0.49287308219114906,-0.3422608815135322,0.36445790628143887,-0.4923213891483738,5.865389235792489,-0.23716335686486562,-0.7030681314884824,-0.636864966355464,0.6996114297673444,0.8739464312842928,-0.5816956620779486,-0.5750753455646468,-0.46004734614602744,-0.4843218400281341,-0.792442404418057,1.1972385543505324,0.29825474114842054,-0.6743800932641744,-0.39715433926965993,0.4259716805508683,0.43204030402139515,1.841340181790524,0.3103919880894738,-0.6250035659357981,-0.6845864145555147,-0.49176969610559873,-0.8125792004793502,-0.5447322282120134,-0.1842008247584508,-0.6870690332480028,-0.09096470052945005,-0.5124581852096669,-0.21150963037582096,-0.26171369726835986
-0.6654453715028265,0.6424076297933389,-0.7329144253086136,-0.6579050435545567,1.1604956851643826,-0.02598054460627603,-0.44868907854211615,0.9967467722579271,0.16297782293320093,0.6654225113667892,1.725119943619151,-0.7065795485937608,-0.5489079149291943,-0.33946686550038757,1.5463466459202475,0.6249073164208621,4.7846361441816585,-0.6947626167345321,-0.6862094089126142,-0.4391792619506416,-0.3135821576182674,-0.6416426944720943,-0.6045037657716611,-0.0876536746906319,0.6310971378709342,-0.022773091673056897,0.16151477422682015,-0.6930182125076936,0.29853491268978216,-0.5411987736686499,-0.7473198279560543,-0.5293818418094212,-0.5235859180879898,-0.0792692801809886,-0.3212350277747203,1.5701493229509793,-0.5596556958106833,-0.7914926446679332,1.1672482176553705,3.327383361522387,-0.3726105458103196,-0.6074861342885141,-0.6755741702393083,-0.5718102542944615,-0.09947060654986066,1.3629028465817437,-0.6608311409673181,0.6469093181206641,-0.4346775736233163,0.6055500566133635,-0.8590179695778118,0.5989100663305589,-0.6059105433739502,-0.7470384724355965,-0.5287065885603224,-0.1626067853405972,-0.3442499093481706,-0.7022466735787104,-0.5889166699382974,-0.4373785866197115,-0.8333020750079664,-0.08680960812925842,-0.5512713013010401,-0.40699219041026613
-0.8987634028181914,-1.1680438455358153,-0.02802445300864924,0.23437656234027593,-0.8751767946969398,0.07025308082989955,-0.7651059567977652,-0.4781355579892028,-0.2540627808373115,-0.6471729161915066,-0.5882063958883773,-0.3484092133223182,-0.7503643267219828,0.3444474002394505,-0.6196552067167128,-0.32285705452429564,-1.2270103658389444,-0.3297364818929939,-0.2648733095595521,0.6039000895732196,-0.4702733552821188,1.1621164817761769,1.8392486899237779,0.4446904847547707,1.1169088162104441,1.366533752160358,-0.17642352910485815,1.7616094381913245,1.487415118781773,-0.0801115459430802,0.3159469154262715,-0.7228466172471891,0.7277297822097908,-0.8486418605605317,0.6225728210025436,0.3149641400878858,-0.1223708854936563,-0.20590678925642278,0.35525792896169106,0.39063784114356886,-1.183768250949983,0.9370609292858998,-0.6314485107773389,0.5616407500226435,-0.3887030021961232,-0.8171930497321962,-0.3493919886607037,-0.2088551152715788,-0.5636370124287402,2.7787819134203047,1.7419539314236148,3.966957297528359,-2.0004545571483234,-0.8339002304847494,-0.007386170902553768,-0.2638905342211663,0.875146082967614,-0.8417624331918333,-0.1842857318119416,-0.7130188638633342,-0.9095739315404318,-0.6009824752873888,-0.8339002304847494,-0.4958255140801414
-0.9184499912271732,0.13890332744436767,-0.7345624575451661,1.1399410889257937,-0.4955086637585569,-0.9299429620822987,0.52391785109107,0.7261941381412778,-0.2530069787154099,-0.5621678947182844,-0.525390387981883,-0.1208378138814673,-1.5160844756936962,-0.6702018207564636,-0.5966468072836607,-0.550674923863159,-0.7759371526236176,-0.2392154136892595,-0.9529289037925496,-0.7345624575451661,-0.9069570203720477,-0.14267445850620572,1.4605949757837937,-0.6885905741246643,0.2251006088578085,-0.39207192606242786,3.4477296366349828,-0.7931766089063058,-1.0368275910349651,-1.105785416165718,0.6388475596423245,-0.7483540225713167,0.2446386593115218,2.14097885040722,1.8168770722926826,-0.6449172848751876,1.2238397761682096,-0.7931766089063058,1.541045771769672,0.2653260068507476,0.11591738573411678,0.08143847316874045,-0.38172825229281493,-0.9368387445953739,-0.5391819530080335,-0.0656715537768652,-0.6449172848751876,-0.4208043532002415,-1.1689967558689078,0.08948355276732829,0.14809770412846798,1.3456652672325393,2.1042013436708187,-0.2242745515775963,-0.7000835449797898,0.28831194856099845,-0.6276778285924995,0.688267334319364,3.097194025553657,0.012480648037987787,-0.05302928583622728,0.31819367278432453,0.04351166934682652,-0.27484362334014834
0.8828916236954075,1.661945292867223,-0.3986731829118198,-0.2668581629207322,-0.5961267026535714,-0.1705524952537745,-0.44386690405162116,-0.9786592708726053,-0.7639890954585481,-0.6138813788156363,-0.22543058520924764,0.4298783713178736,0.04465570065004198,-0.02367290154941969,-0.9296994063044869,-0.10921815942118661,0.49336478910949916,1.3547355932145246,-1.2632721099554025,-0.36908205597504506,-0.6795198785663003,-0.295373248877988,0.8845056851646859,1.956242500765692,0.91517285308098,1.2595059665270862,3.0586464842829915,0.42449816642027816,0.9001082793677124,-1.5764000349954557,-0.5503949610240103,-0.7925041814158039,-0.29967741279606436,-0.15817802398930497,0.6128053378361176,-0.01614061469278593,0.12266867166517545,-1.1879492413890667,-0.03550935232412954,2.231170971032817,-0.10868013893142725,0.44924710894921716,-0.8204812468832999,-1.6877702763756803,-1.2288387986107918,-0.4691538670703198,-1.6549510265003484,0.0651004792609046,-0.7505385832145596,0.661765202404236,-0.25179358920746503,1.4618016706766732,-2.2526917906231985,-0.08339317591272857,1.5462708875689215,0.07048068415850002,-0.003766143428316727,-1.436514707657975,-0.056492151424751516,-0.2883789825111139,-0.3029055357346214,1.479018326348979,0.05972027436330919,1.1147784547817692
0.1640017193613385,0.24782579304833446,0.08987451795175808,-0.9474753296811467,-1.0228954473943823,4.790056253840607,-0.14931499822450373,-0.6246772258684979,1.1382141541657345,-0.15125437267998712,0.3501816670877258,-0.4481941504195265,0.21507191335572914,2.635842205899986,-0.31933349215519813,-0.4740524764926359,0.5617889687860044,-0.8149514085564611,0.44822782011493223,0.38164263047667585,-0.02153177021322162,-1.2174793510945308,0.3984505424241968,-0.724231781249969,0.3939253353614024,0.7197402438825807,1.7088212161790146,0.6438891540681264,1.8187191019897295,-1.5922095931040074,-0.26136774454131106,0.32324591076157017,0.5202001610184201,-0.13595486308673047,0.025444188819593663,-0.9250647804177853,0.3719457581992598,-0.0751877968149233,-0.3225657829143368,0.20451309687587646,-0.8033151618235619,0.16270880305768276,-0.9612664369201384,-1.2545429517993207,1.2433713468630458,-0.4600458832030349,-0.6841513758366496,-0.1635370775647137,-1.225883307068291,0.37129930004743167,-0.11957792324042804,1.0727063947805238,-0.821846962175957,-0.08660855749721368,-0.11332882777275974,0.04936314043722014,0.8065811222781063,-1.4243459596794057,-0.7218614346932675,-0.8244327947832678,-0.9360545689988569,-0.42384422670068167,-0.8699003514618185,0.2646337049958555
-0.6780616279325148,-1.2036729899228455,-0.5381840624877018,0.004198334135042581,-1.13658885139319,-0.5663736738911207,0.43524960724048667,-1.605820990576683,0.8841424065506267,1.4300931084143103,0.3164250427172145,-0.4382715157414068,-0.06681094015964559,-1.2061708035915029,1.374070716131566,0.14800103534488848,-0.9938566417556258,1.8929022981641122,-0.6823435942216417,-1.249347297006866,-1.23328992342264,1.8561487541824395,-0.7083922224804973,-0.6602201017278193,-0.1674371479541286,-0.15494807961084173,-1.1776243616639899,0.4188354031321671,-1.1323068851040632,-0.3765398350731602,-0.007220242635962523,-1.145509614495538,-0.9813675734123389,-0.9824380649846207,-0.4718135850062343,-1.117320003092119,-0.31266717126035026,0.5123250004447715,-1.153716716549698,-0.6655725595892279,-0.39973381913926437,-1.1583555133629189,1.3244712732825126,0.004911995183230362,-0.11819453562916886,-1.0762844928213193,0.27646002401869635,-0.5299769604335418,1.3694319193183453,0.05486826855637807,1.2880745598249335,-0.009718056304619858,1.5050275184740314,1.5260805193955722,1.554270130798991,0.42061955575263665,-0.7708375641969316,0.45487528606565175,1.7751482252131217,0.43061081042726596,1.4878996533175235,1.3822778181857263,2.0802383233134156,0.6693304310460922
-0.72306434368424,-0.7895541472883094,-0.7094522579070288,1.0619512892927272,-0.052669119156594814,0.66563017647162,0.1339735185193956,0.21329009525968307,-0.9460931337262366,-0.31941364621386553,-0.4089392872870615,-1.0542045073029322,-0.05895162028453832,-0.20423445886823338,0.014344226208136666,-0.24376186179821174,-0.5500337917854609,0.007014641558869286,-0.5937495288007346,1.1457179709986414,5.649224196212857,1.276341640283801,1.3920443693900952,1.0383919100629388,0.824786871712857,1.2946656019069698,0.9135272001450602,1.3038275827185544,-0.15502153336600888,-0.5437512906575173,0.653065174215733,-0.07544318574539008,-1.030121586312482,-0.8809121845238221,-0.15502153336600888,0.2755915647784567,-0.07858443630936197,0.6504474654124232,0.3101453209821464,0.40176512909799017,0.08476059301717079,0.2470585388223797,0.8232162464308713,-0.8306521755002735,-0.633800473491375,0.007538183319531071,0.33161053316928707,-0.2024020627059164,-0.6123352613042344,0.23632593272880936,-0.09586131441120686,0.10962882664861409,-0.2950689543430843,0.241561350335429,-0.8563057217727099,-0.1626128888956073,-1.2214760998344298,-1.0264567939878482,-0.9068275016765893,-1.0947789937542345,-0.9474019881278916,-0.8777709339598504,-1.0785491991737135,-0.8921683323780544
-1.4076165875202615,-1.527496349640468,-0.5782665968522869,-0.6807093026640996,-0.5815360449101101,3.0453716672357776,-0.8588942218154979,-0.0219155190126004,0.31156818288542926,-0.7608107800807833,-1.1645876152220243,-0.05678963162938767,0.43035812898636105,-0.2502319750506302,0.08216191082812459,0.5055554343163092,-0.48672205123321954,-0.4894465912814061,-0.6926972788761204,0.4456155532562059,1.3338156089650097,-0.4752789830308361,2.6192536036994065,0.7698358189904012,-0.585895308987209,-0.12599294885332538,2.3359014386880093,-0.6120508934497992,-0.26221995126265113,-1.132982950663061,0.4554238974296771,0.0848864508763111,-1.7149447049557005,-0.6719907745099025,1.8634661943324684,-0.3090820400914587,-0.2665792153397493,0.7507640386530956,-0.8131219490059639,-0.11672951268949099,-0.8561696817673113,0.7818237952024214,0.12248510354128488,0.5208128585861534,2.510272001771946,-0.6262185017003693,-0.41424928595145855,0.5409744549427339,-0.17285503768213295,-0.9907619601477248,-0.6180448815558097,1.1005949808402438,1.357791561389051,0.06526976252936807,1.106588968946254,0.1698921003797305,0.977445770662213,-0.6883380147990217,0.3486219275407656,-1.1019231941137344,-0.6403861099509393,-0.24205835490607067,-1.1923779237135268,-0.4485784905586084
